answers
bool,yes,yeah,y,Ya,yess,hm
bool,No,Nah,Nope,N,No thanks,Not now,Not today,not,naw
gender,male
names,gita
names,anushka kanwar
names,suman kushwah
names,rita rani
names,smt. preeti
names,sultana begam
names,smt deepanshi
names,aarifun bivi
names,sema devi
names,maina @ meenu
names,aazadi@jully
names,geeta saini
names,uma yadav
names,kalpna singh
names,rashi bansal
names,sumitra devi
names,jyoti sharma
names,nikita pahlwani
names,paramjeet kour
names,surbhi
names,saviha
names,rajiya
names,km0 moni
names,sunita kaur
names,unknown
names,kalyani kumari
names,megha das
names,varsha sharma
names,kosar bano
names,anchal
names,geeta @ komal
names,saroj pandey
names,kajal kumari
names,arsi
names,shashi
names,asana
names,sama parveen
names,uma
names,smt. kanchan devi
names,smt. madina
names,kavita bai
names,nirosha
names,bharti devi
names,sangeta
names,hini bibi
names,sabnam khatun
names,varsha bagalia
names,reemi sarkar
names,shadhana
names,shruti
names,rimjhim
names,ramdulari
names,jaspreet
names,divya sharma d/o om prakash sharma
names,suntia
names,mangi bai
names,jyoti gosyami
names,smt. sobha
names,nirja
names,jharna
names,runiya
names,sunita @ pooja
names,rukshana khatun
names,roshani bhati
names,sharda kharadi
names,nisha sharma
names,rina @ moti
names,sachi
names,shree susila bali
names,dilkhush
names,sunder bai
names,shabina khan
names,soniya @ soni kumari
names,mashli
names,karishma devi
names,sheela bhanat
names,smt niru
names,tane jain
names,raj kumari yadav
names,tanuja devi
names,praveen
names,simmi
names,farida khan
names,ritu  @ chotti
names,sashi pal
names,ku. monu
names,ku- shashi pal
names,seeta masar
names,bhudevi
names,aishwarya
names,ravina kumari
names,kamlesh krant
names,kusum meena
names,rimzim
names,pintu devi
names,smt  deepmala
names,monika panchal
names,nikil mishra
names,km shakshi
names,jaydurga
names,smt. indira bai
names,gaytri
names,ku moni
names,indra kanwar
names,pooja bairwa
names,raju damor
names,fuli paagdiya
names,pooja pandya
names,samina
names,kavita gochar
names,alisha @ annu
names,neetu sharma with a child
names,ravena
names,kasumbi
names,smt aruna ekka
names,mairi jeems
names,jaya parbha @ pooja
names,murshida
names,samiron
names,samoti
names,ravita
names,sanju singh
names,inderjit kaur
names,neesa
names,chanchal @ rubi
names,suhaliya
names,rama
names,radha d/o
names,veena
names,rahil perveen
names,doli with two child adtiya & golu
names,anil sharma
names,km0 reena
names,suman nagar
names,kailash kour d/0 pooran r/o ghamudki ps sikri
names,hemlata @ pooja
names,munjira bibi
names,garima  bhardwaj
names,chanab
names,neha singh @ nanu
names,radhadalal
names,smt. murti devi
names,na
names,lila kumari
names,ajnoor baby
names,taslima
names,veejita
names,sonu jangir
names,omwati
names,preeti kumari
names,kumari manisha
names,asha naidu
names,alita kujur
names,jasvinder kaur w/ gurbeg singh
names,sweta tamka
names,seeriya bibi
names,mona @ mumtaj
names,minaksi mehra
names,rajwanti
names,heena praveen
names,chhavi
names,ruksana bi
names,smt kelashi
names,amrita @ashoda
names,kajal@sundri
names,priya mali
names,sumitra roat
names,fareem
names,archna marwha
names,nilam
names,phool kumari
names,preet
names,deepika jain
names,sujeet kumar
names,nana
names,aparna
names,lalita bai
names,gudiya kumari
names,aarti shaha
names,shaina
names,smt. usha jatav
names,paru devi
names,renu @ pali
names,sajana
names,kanchan kumari
names,ravinda kumari
names,jyoti @ punima
names,parmita ray
names,shiva singh
names,mamta kakker
names,bhavna makwana
names,bhavna suthar
names,anno@ mahrun
names,mili
names,sumaila
names,natasha
names,husana bano
names,ankita negi
names,smt. phuli devi
names,naveeda
names,aaliya
names,sandhya @ soni
names,somi toddu
names,sagufta
names,tarawati devi
names,nisha @ neeshu
names,ravinder kaur @ simmy
names,smt hasmi
names,vijayanta
names,annu soni
names,kumari varsha
names,shanti gosai
names,lalita luthra
names,baljeet kaur
names,diya mandal
names,varsh
names,nagia
names,shanta koul
names,smt dhakha devi
names,rubi khatoon
names,sujata dhawan
names,gyatri devi
names,lali @ poonam
names,mallik  jayswal
names,mallika jayaswal
names,aysha
names,gulshan jha
names,pallvi
names,pramila urf pinki
names,husina
names,devki @ devkumari
names,neraj
names,sonu yadav
names,komal devi
names,smt. sushila
names,gurmit kaur
names,jareena
names,nazma
names,sapna porwal
names,anushka sharma @ pooja
names,suman lata
names,bebi
names,dali devi
names,saista
names,rubi with a child
names,laxmi @ roma
names,godambari devi
names,anjali  @ nisha
names,krishama
names,mrs soni
names,jamnaa devi
names,gulnaz
names,"jamna d/o jaipal r/o d-773, j j colony, madipur, d"
names,palvinder kaur
names,manbhar bai
names,manpreet kaur @ simran
names,ritika rani dass
names,rajkumari  yadav
names,tabwsum
names,sahana parveen @ nisha
names,sunita kumari
names,smt. paramjeet
names,smt. bhgavti devi
names,smt  kanchan devi
names,dipali
names,bharti jain with her two son palak jain age 11 yrs
names,mona @ amrin fatma
names,shakuntala devi
names,foranti
names,seva pati
names,nisha kumari
names,prem lata
names,ranjana devi
names,revti
names,smt sudha
names,smt baleshwari
names,rinku
names,arjina
names,rajina biwi
names,kali urf rakha
names,panchu
names,mehnaj
names,sanam lohar
names,meenu devi
names,babita kaushik
names,smt.laxmi
names,rajudi doda
names,smt. ladu kunwar
names,kalavati
names,prem bai
names,phooli devi
names,bohati devi
names,ramdhani w/o shivprasad
names,ruby bhoura
names,mrs neha
names,indu devi
names,sufiya
names,"meenu s/o shiv kumar r/o c-78, shivaji park, punja"
names,rukshan
names,punit
names,manmeet kaur
names,khubhu
names,st sakuntala gulati
names,smt. uma halshi
names,badami
names,vineta kunwar
names,kumari lelina
names,safali das
names,nasreema khatoon
names,kum savitri
names,yashsvi sharma
names,neetu @ guddi
names,rinky devi
names,kavita @ chanchal
names,babali
names,"muskan d/o shiv kumar r/o c-78, shivaji park, punj"
names,archana singh
names,zarina
names,sahanaj khatun
names,minaxi chakma
names,smt hina
names,taruna
names,smt mholani
names,gunja devi
names,akram
names,deeksha
names,jhuhi
names,santara
names,nirmal kaur
names,smt. rita dewan
names,firdous
names,kaifiya siddaki
names,prem devi
names,smt. sefali das
names,mandeep kaur
names,manisa
names,rahnuma
names,bhagirathi
names,mabiya
names,sabreen khatun
names,mainka kumari
names,sirish
names,rawana khatoon
names,sayna parveen
names,poonam das
names,somwati
names,deepali arora
names,pratibha pareek
names,riya
names,kumari anju rawat
names,janki kumari
names,selars
names,gajwanti @ manju
names,ajju @ rubi
names,ujamma
names,vimala
names,gendi bai
names,kumari  bhabya goyal
names,mammta
names,hamsiran
names,fatma
names,amijan
names,jaimati
names,santosh ( with two child vishal & rakhi ).
names,batasi
names,seema bai
names,sazya
names,ranjita w/o
names,dolly
names,veena gupta
names,mamta kumari
names,bhaggo devi
names,kela kanwar
names,birmati
names,kavita @ babita
names,lakhsmi @ rekha
names,kanchaniya
names,renuka parmar
names,smt. mamta
names,smt. geeta
names,kamala
names,tehmina
names,kalpana
names,ravinder kaur
names,pratibha devi
names,sharmila
names,smt meena
names,sadhana @ jyoti
names,meenu @ monika
names,samvedna
names,anshika
names,sonam @ ranjana
names,simran kaur
names,muskaan
names,sayada
names,rajo sharma
names,sheensar pal
names,manita
names,priti sagar
names,aashu
names,kumari rekha natheniyal
names,soma
names,jasvir kaur
names,premo devi
names,suman uppal
names,nagma praveen
names,smt nanhi devi
names,smt. laxmi bai
names,preeti gupta
names,kumari archana
names,kiran kanwar
names,birtha devi
names,snjana
names,sahaja
names,kavita & sangita
names,vikshi
names,km. rekha chilwal
names,kunti
names,pushpa bhil
names,dhapu
names,sunita haddu
names,sana praveen
names,kusuma devi
names,sumita devi
names,mem
names,shiva noz
names,pariksha
names,mony
names,ujama parveen
names,rashid@robhi
names,amreen
names,alisha loomba
names,mosam kumari
names,kamlesh with her two child lucky & vanshika
names,smt. aamna devi
names,kusum devi
names,geet
names,saroj @ savita
names,sudesh rani
names,dolat bano
names,smt prem devi
names,kamar jahan @ banno
names,khashbu
names,bitto
names,champa devi
names,sushma devi
names,chandni ( with two child vikash 3 yrs & sweta 8 yr
names,sabhya shrama
names,seema     meena
names,mnisha
names,smt.beena chouhan
names,rampayari
names,kumari dipti
names,vimla kumari
names,meeramai
names,kumari farhin
names,kumari samrin naz @ simran
names,kumari himani
names,smt mithlesh
names,sagrika @ versha
names,sahna
names,simpi kumari
names,chandrika nagar
names,farjanul nisha
names,shashi kala
names,nanveet kaur
names,anshika kumari
names,smt chanda
names,karishma d/o
names,kushum
names,nasim hathun
names,shakti kumari
names,neeli nirmala
names,shanaz
names,ritika sharma
names,narmda
names,yasmeen@lali
names,gilbahar
names,sarmila devi
names,ranu
names,smt. neelam
names,nahid fatima
names,daulat banno
names,meena begum
names,smt usha
names,tannu saini
names,gunjan
names,sana fatma
names,neha kumari
names,tabassum
names,devika
names,beeuty kumari
names,sayda begam
names,farha parvin
names,shabra
names,paramshela
names,santo @ neelam
names,sahnaz
names,shalu sabarwal
names,shbana khatun
names,bindi budra
names,priyanka d/o
names,amritha
names,kismti khatoon @ khushboo
names,javuneesha
names,koyali
names,kiran d/o suraj prashad
names,chhoti devi
names,rabiya
names,bhuri
names,kumari roshan
names,vandhana
names,zainab
names,shumita
names,sudesh
names,gulfasa
names,mulina
names,jaitun
names,pinki  kumari
names,karamjeet kour @ sagandeep kour
names,saziya
names,smt. baikunthi devi
names,nasrin jaira
names,jyotsana mohti
names,saridevi
names,nooreen aarsi
names,anita vohra
names,nisha pradhan
names,sehnaz
names,sehjal
names,smt maya devi
names,seema kunwar
names,manpreet @ simaran
names,bandani
names,smt. pinki
names,anu kumari
names,kanta devi
names,soni@ kanchan devi
names,rajinder kaur
names,deepa chauhan
names,divy puri
names,umda khatoon
names,shrabani saha
names,sunarki devi
names,bhopal singh
names,sana khatoon
names,jhuma
names,smt. sangeeta  urf sonu
names,jaya
names,smt  archana
names,nenshi
names,deepa kumari
names,purva
names,fool kunwar
names,vishakha anand
names,aesha
names,mithlesh
names,tara devi
names,teena
names,kumari pallavi
names,aarti sharma
names,rani kumari
names,kusumlata
names,sheetal verma
names,danista paveen
names,manju roy
names,dholi devi
names,keshanti
names,ratmo devi
names,rina devi
names,kaushalya devi
names,sunayna
names,rekha @ muskan
names,diksha chaudhary
names,komal sharma
names,amba  balai
names,rubeena
names,annu devi
names,aarti diwakar
names,lahida
names,nigar khan
names,kriti
names,sabba
names,hamim
names,gulfsal s/o rasid
names,suman sharma
names,jamna devi
names,priya @  himanshi
names,aarti rajpoot
names,sana
names,amandeep kaur
names,ranjit kaur
names,sarah wells
names,shabina praveen
names,rupanjali patiri
names,smt. kavita bai
names,mona verma
names,munni w/o ami lal
names,aarti @ kajal
names,meti kumari
names,pooja sharma
names,shalini
names,divya sharma
names,shilly parveen
names,sanjna @ sunita
names,laxmi @ kajal
names,mamini
names,aamina
names,mira devi
names,jarim
names,smt sakura brn
names,priyanka rani
names,lavpreet kour
names,aman deep kaur
names,priyanka rawat
names,komal tiwari
names,kumari ranjita
names,indra megwal
names,smt. ratani
names,smt. soni
names,smt. richa sharma
names,vimlesh gujar
names,km0 shilpa
names,smt. sonu kumari
names,shobha bano
names,mandeep kour
names,phool watiya devi
names,lata kumari
names,aastha thakur
names,harshi
names,simran @ashita
names,manu
names,hina kanwar
names,smt babita
names,phulbi
names,prinka bhanshali
names,manju bai
names,farah khan
names,salma khatun
names,sarika
names,kastoori
names,kailaki devi
names,smt. gudiya
names,philomina
names,smt sapana
names,kaushar
names,gori
names,sandhya mishara
names,huma
names,pooja rani
names,nazia khan
names,durga pathik
names,mariyam sarjo
names,hemanti aary
names,seweta
names,lakhbir kaur
names,chanchal @ komal
names,smt shalu
names,pushpa sinha
names,roopa
names,tarnum
names,pryinka
names,smt krishana
names,sangeeta with son pushapender douter archana
names,smt parmila
names,faijina
names,fauina
names,jya @ jayawanti
names,jharna sardar
names,neha bhatia
names,sonia kapoor
names,chunni
names,lata jain
names,sandeep
names,roji khatoon
names,khushnuma
names,muskan kaur
names,ragini
names,smt. devki devi
names,moral bai
names,annavi begam
names,ajnabi begum
names,durgesh bai
names,keli devi
names,simabharti
names,kajal @ bulbul
names,ajra with child kadir
names,gajana devi
names,jasbir kaur
names,smt. urmila
names,samiksha  rathor
names,chandra kanwar
names,km. sarita
names,sheela kumari
names,kamini
names,km puja
names,smt. noorjahan
names,sen kanwar gochar
names,manisha khandelwal
names,preeti wadhva
names,smt. shakuntla devi
names,rinka
names,smt rajdulari
names,shalini with child ayush age-6 yrs
names,veenu
names,prachi
names,smt. parul
names,nupur
names,bharti pasi
names,sajni
names,punam kumari
names,ramesh yadav
names,kosalya with a child ashu
names,jayotli
names,smt vimla
names,upasna
names,vinita @ pooja
names,sazia praveen
names,smt sohani devi
names,smt. jhamaku
names,najmin banu pathan
names,shashibala
names,krishan
names,sehran nisha
names,manjula @ riya
names,farha  khan
names,surti kumari
names,kum. maya
names,maya lakhera
names,anjali sangwar
names,reshama
names,japneet kaur
names,kiran pande
names,smt nitu kumari
names,sushree sagar
names,seema verma
names,tejender kaur
names,deepali singh
names,sayari
names,aarti bunkar
names,sanju shekhawat
names,danwati
names,nargish w/o
names,rupa devi
names,kali bai
names,aanik with her son
names,aneeta
names,jasvinder kaur @ gogi
names,lakhi
names,aman gill
names,kamini devi
names,annu @ anita
names,miss koshalya
names,usha ankar
names,soniya @ chanchal
names,shamina
names,preeti with a madhuri
names,kosylaya
names,parvinder
names,mamta bhandari
names,radhika jain
names,saksi
names,priyanka  kumari
names,mala dev i
names,pushpawati
names,jainab fatima
names,khushi panday
names,jyoti @ pooja
names,vicakha sahani
names,saksi sharma
names,suhani & her son sandeep
names,raisha bano
names,nikhat khatoon
names,shabnur
names,indara
names,fornta
names,manisha patidar
names,jhumki
names,anjna
names,bhanu
names,sheela kumar
names,piroj
names,anjli @ arti
names,priya  chturvedi
names,lata mandal
names,najiya
names,aruni
names,hari ram
names,parwati rawat
names,rukiya khan
names,krishna kumari
names,sweta d/o radheshyam
names,माया
names,shaili
names,kamlesh gupta
names,roopa kumar
names,rishma ali
names,ku.swati pondayl
names,guddibai
names,deepak
names,narender @ khoti
names,सरोज
names,rajwanti kaur
names,anuu
names,amrita kaur
names,anjali sharma
names,brinda
names,udita
names,smt. pinki bai
names,gulran
names,jharna dass
names,swagtika
names,guddi bai
names,kamala devi
names,smt lalidavi
names,jhoti
names,smt- lali devi
names,reena dass
names,nazia
names,indrvati
names,shailja jakhmola
names,soam chokeyiyakra
names,smt meena devi
names,kumari monika mahavar
names,varsha kumari
names,sundri
names,arshi
names,lakhe sari gaur
names,smt payal
names,hema pandey
names,smt prakshi devi
names,teena @ sobha
names,kosalya
names,mamta patidar
names,anita vyas
names,meesh khatoon
names,nshima
names,juli devi
names,kushumavati
names,satbir kaur
names,km0 imrana
names,saksi chandna
names,akhtari
names,ku. prabha sharma
names,premjit kaur
names,anju tomar
names,aruna devi
names,babita @ binny
names,komal @ nidhi
names,geeta @ nazma
names,chandini
names,goldan kumari
names,deepti @ meenu
names,kiran bala
names,jyoti gaba
names,neha dhiman
names,kehkasha
names,smt. vimla devi
names,payal jain
names,dholi bai
names,kanchan bai
names,puja kanvar
names,shaheen
names,smt sangeeta
names,ravita  @ shyamwati
names,santosh rani
names,anita gop
names,farjana banu
names,twinkle
names,priya devi
names,yashodha devi
names,smt. chanda devi
names,anita w/o shimbhu
names,roopam
names,nasreen
names,shivani devi
names,manju with her child ritika
names,km taseem
names,ram lal bhardwaj
names,manju jha
names,premawati
names,pooja saini
names,tulsa
names,mamta devi
names,zenab khan
names,rehmati
names,bhagwati @bhoti
names,gagan @ mamta
names,kashish gupta @ hema gupta
names,smt uganti devi
names,bharti singh @ sona
names,nensi obroy
names,hema sharama
names,asho
names,vijay lakshmi
names,ranki
names,kanchan devi
names,neha thakur
names,manpreet kaur @preet
names,shulekha
names,reeta kapkoti
names,nipam
names,miss. meera
names,smt. laxmi devi
names,sandeep kaur
names,leela daroga
names,munesh
names,suda sharma
names,km preeti
names,pooja @ puspa
names,ram wati devi
names,sanju sharma
names,samya
names,arti kumari
names,rajina
names,supyar bagriya
names,karma yadav
names,lalita  devi
names,ramjanki bai
names,kumari neetu
names,tayab
names,santoshi kumari
names,nesha
names,ms leela bai nayak
names,babita negi
names,pooja@neha
names,pooja @aafrin
names,ruchi singh
names,sushmita mandal
names,rumal  kumari
names,smt. indra
names,pallavi panchal
names,usha damor
names,payal kanvar
names,smt shakuntla devi
names,amanjeet kour
names,kumari soniya
names,gulab bano
names,"nisha ,"
names,mana sarkar
names,husnara
names,pari
names,babita pandey
names,ruksar bano
names,smt renu sharma
names,punita
names,afshana
names,kumari guddi
names,kumari sangeeta
names,prem
names,nursa khatoon
names,vidhavati
names,novisha
names,gulnaaz
names,neetu sain
names,alisha jain
names,kumari shima devi
names,vyelet moni
names,disha parmar
names,smt sharshwati kanwar
names,premla  or soni
names,sakuntla
names,megha arya
names,kumari neha
names,harbai
names,sharuna
names,मन्जू
names,सानिया
names,sakshi sharma
names,gulafsha
names,safia khatun mandal
names,kajul choudhry
names,sapna gurjar
names,nazneen bi
names,shanta
names,smt sawtri
names,joyti @ bhagwati
names,humera
names,suneta
names,ms bharti
names,lc mojis
names,sonam kawar
names,moshri
names,smt meenakshi
names,kanchan dev
names,sangeena
names,farida
names,malika biwi
names,nasir ull khatun
names,sunita rana
names,senthia
names,bhanupriya
names,pooja shrama
names,jasina khatun
names,prem wati
names,merry kerakeha
names,rambai
names,smt. patasi devi
names,priti suman
names,lalita dobhal
names,kumari rachna
names,smt punam
names,ruji khatun
names,sabana @ sabbo
names,laxmi bai
names,mariyam @ sonam
names,deepika kumari
names,manuja
names,gurmel kour
names,sabnam@ tinku
names,smt rani devi
names,keshar
names,nisha @ sonu
names,babita singh
names,rupa kumari
names,rukhar
names,swaliya
names,बबीता
names,smt. dayavati
names,kum usmani
names,pinky kawar
names,pushpa tejshri
names,sumitra bai
names,sushela devi
names,lalita meena
names,shazida
names,aamrin jahan
names,rikkenchi
names,rekha devi
names,tamanna banu
names,gouri mailwad
names,sarita sharma
names,jyoti bai
names,smt. keshar devi
names,smt dhaneshwari devi
names,chuni devi
names,ku ponam
names,isha devi
names,priya kaur
names,meethu
names,madhwi
names,nisha@neelam
names,sonia verma
names,rambha
names,smt. rajkanwar
names,jaimata
names,"rekha with two doughters pooja, lakhsmi"
names,kimmi@neelam
names,shushree lalu
names,jaismeen
names,tabbsum
names,heera kumari
names,dvndavva s basava prabhu
names,mahima bagga
names,sonu pandy
names,tara munda
names,rajlaxmi
names,bahwana
names,sushhmita dass and his son ayush dass
names,veena ben damor
names,shankuntla
names,rosina
names,priyanka jat
names,smt. divya @ chhoti
names,roshani bhatiya
names,smt. pushpa
names,ku rikha
names,bakhtvaar jahan
names,rachna sharma
names,anoura khatun
names,yasodha
names,ram devi sharma
names,mukesh devi
names,neetu goyal
names,nagma khatun
names,soni devi
names,diksha rana
names,juber
names,girja
names,sweta
names,nusrant
names,su-shree  pishta
names,gora
names,amarjit kaur with a child keshav
names,rakhi sharma
names,paramdeep kaur
names,neeraj
names,megha alongwith daughter 6 month
names,gopi devi
names,kiran kaur
names,jyotsana @ jyoti
names,roshni kumari
names,shrimati maya devi
names,kumari himanshi
names,smt. reena
names,rajni arya
names,rekha saini
names,mohseena biwi
names,anita kumari
names,bharati@ruchika
names,naina kaushik
names,parvati
names,sahiba @ ruby
names,shabreen fatima
names,farah
names,parkash kaur
names,nitu @ chander pati
names,reeta @ rachna
names,fiza parveen
names,lilima @ manshi
names,ambika
names,manpritkour
names,kumari nagma
names,pryanka
names,kumari usha
names,beauty
names,shanty mandal
names,shanty devi
names,minakshi purohit
names,joohi
names,harsha
names,smt mamta harijan
names,jyoti tiwari
names,rachpreet kaur
names,poonam kumari
names,smt bhagwani devi
names,kumari mheraj
names,priyaka
names,bhagwati @ bhagoti devi
names,bhawana kapoor
names,rukhsana
names,gurmeet
names,diksha gupta
names,partima
names,dipika chaturvedi
names,kalashi devi bairwa
names,rashma jacob
names,anguri bai
names,sashi devi w/o- dinesh lal
names,moka
names,maya dhaval
names,dipeeka
names,fatima
names,bharti kumari
names,sabina bano
names,minakshi sainai
names,ramba @ kamla
names,pratima pandey
names,usha sharma
names,khurshida bano
names,sanju kumari
names,pree
names,bina
names,noorin
names,shikha kumari
names,groti @ rati
names,shabbo devi
names,kiran ravtela
names,neraj @ pooja
names,najrana
names,janid minjh
names,silpi kumari
names,shama
names,dhana devi
names,sagira begam
names,moni
names,rekha varhat`
names,kokila meena
names,leena
names,smt kusum davi
names,sonyi
names,saiesta
names,chhotudevi
names,ekamjeet
names,smt sarita davi
names,ku. seema
names,leena rai
names,diksha @ billa
names,nilam sharma
names,ku. fatma
names,sumanlta
names,dropti raiger
names,seema saini
names,dariya kanwar
names,guljan
names,rashmi @ ishika
names,seema das
names,monika munda
names,nitam
names,laxmi @ gudiya
names,saahin
names,mrs. nidhi
names,jakra khatoon
names,lakshmi devi
names,ganesi devi
names,dipa bai
names,santi bai
names,shakshi@ megha
names,leela devi
names,ranju sharma
names,sunita kanwar
names,gangajali devi
names,manjeet kaur
names,heera lal @ sunil kanojia
names,salu
names,sonia with her daughter sonikshi age- 3 month
names,babli @ ritu
names,barakha
names,kuntesh @ kunti
names,kumari divya urf kamal d/o babu lal bairwa
names,kajal singh
names,najmin
names,mahrul nisha
names,minu
names,prya @ choti
names,pharjana
names,akhtari @ muskan
names,bhawna sejwani
names,harmeet kaur
names,smt. basanta devi
names,maina devi
names,gitika
names,lali
names,taramati
names,simren
names,nisat parveen
names,sarda
names,mariam  mumtaz
names,deep mala
names,savia
names,asha sharma
names,majrula
names,parmita
names,smt kamla deve
names,kumari santra devi jogi
names,mooli devi
names,hema devi with with his daughter nalini age 4yrs
names,laxmeena
names,irfan
names,vasu nanoma
names,smt. gyattri bai
names,smt kajal
names,avastha khatun
names,surekha bairagi
names,kirti chawla
names,nilesh
names,zeba
names,farjana siddaqi
names,smt. renu@rinki
names,aasa devi
names,parsann  bai
names,smt. hemlata
names,astha pareek
names,rajni kaur
names,ranjna
names,silpi
names,khushabu
names,satnam kaur
names,pramila
names,swaranjeet kaur
names,babita devi
names,mehronisha
names,teena bhambi
names,nazibuneesha @ shayba
names,saimun nisha
names,anjana
names,januka
names,sobha devi
names,nahid @ shabia
names,ekta hans
names,tumpa mundal
names,bhagwanti
names,chitra
names,lajjavati
names,seekha
names,sazia
names,kumari mona
names,nilam bhoi
names,smt aachal
names,smt shanu
names,rehana begam
names,krishna with two child
names,kiran vharma w/o vimal vharma
names,geeta rani
names,smt madhu
names,smt. mohani devi
names,veshali
names,rajenderi
names,ku. suman
names,brkha
names,utpana davi
names,pinkey
names,sahrul nisha
names,ku- sonu
names,neelam with 4 years baby sukhmani
names,laltia dass
names,chanderwati
names,sunena
names,vijaynti
names,govind kunwar
names,gulshana
names,anju jain
names,nanshi
names,zeba parveen
names,santosh kaur
names,marium
names,sania
names,mansi khurana
names,nitika
names,ranjnika jat
names,smt kailashi
names,sahiba d/o
names,harpreet kaur w/o
names,jasbir kaur w/o
names,fatima khatton alongwith her child
names,kajal@ poonam
names,navdeep kaur
names,salama
names,jenab
names,anita garg
names,sudesh devi
names,jenifer
names,mani
names,najma khatun
names,taniya saini
names,chanchal kumari
names,smt. ugam  kanwar
names,srita devi
names,harvindra singh
names,sugna meena
names,smt lata
names,smt. susheela
names,smt. gattu devi
names,richa kumari
names,anita alongwith her child prince
names,aasu
names,dibya prakash gupta
names,paramjit kaur
names,sweta anand
names,iram naaz
names,isika
names,bhabhiya (with mother namely rakhi)
names,ku. neeru
names,jyoti meghwal
names,badarjahan
names,shehnaz @ ravina
names,riju devi
names,babli sultana
names,chandani
names,babli d/o suresh
names,hema devi
names,kumari anita
names,nahid
names,smt.sunita devi
names,nirjla devi
names,poonam kumar
names,jaya chauhan
names,geeta oram
names,geeta kumari
names,saifali
names,nancy
names,manisha @ lutka
names,rajkarnta
names,rajo devi
names,jiya
names,shahrish
names,mahvish
names,madhu kumari
names,meena w/o
names,smt manju
names,sosan devi
names,hena praveen
names,deepa @ gudiya
names,rahat
names,neemi
names,smt. teena gameti
names,smt rukshana
names,smt mahima bajaj
names,gendu kunar
names,irfa
names,smt. kamla devi
names,premi devi
names,smt jyoti sharma
names,hiri bai
names,rawi devi
names,vanshika
names,smt amarin bano
names,rupen gore
names,devyani
names,begam d/o
names,neharika @ neha
names,seema gujar
names,samsida
names,mamuna @ dholi
names,mursida
names,ku. pushpa
names,jashinal
names,shabila
names,shimpi kumari
names,karishma bathi
names,rajni kanwar
names,asha kashyap
names,parmeswari
names,kumari rohini
names,renu pal
names,gulsha @ seema
names,asha devi wth a child
names,ashima khatoon
names,nikita @ sweety
names,rena
names,ku. shivani
names,ntasha
names,kamna devi
names,shetal rani
names,kumari shakshi
names,arati kashyap
names,usha mathews
names,km0 priyanka
names,rukmani bai
names,samrin
names,mamta paliwal
names,smt. pujadevi
names,neha @ neelam
names,deepika burt
names,seema rathore
names,nikhat
names,kumari kuljeet kaur
names,smt alkha
names,kushmita
names,sunita @ kajal
names,amrik kaur
names,chanda @bharti
names,hafsa draboo
names,smt. jayoti  rawat
names,shkundla devi
names,salma biwi
names,smt sita devi
names,arti devi
names,smt. meera
names,tranoom
names,nahani kanwar
names,tashkkur sultana
names,kumari indira chand
names,rekha  devi
names,samaprveen
names,mandira  devi
names,kumari endra chand
names,anu
names,kusham
names,asman
names,miss afreen
names,ku.  kamini
names,suman or lali meena
names,miss madhu meghwal
names,ku-pooja
names,smt mena
names,chandkor
names,lilabai
names,rubjaan bibi
names,rinky
names,kumari jyothi
names,km sarika  kothari
names,mahi@munasvi
names,smt neetu
names,kanak lata
names,shikha singh
names,mansavi @mahi
names,aasha devi
names,urmila w/o lt. ashok kumar
names,shiwani siyal
names,gurmit sharma
names,smt salni devi
names,deepa saini
names,soni kumari
names,badru nisha
names,ishawar singh
names,sanoshi
names,mahjabi
names,km0 anjli
names,mamuni das
names,pinky meena
names,smt. mema devi
names,smt laxmi devi
names,suma
names,bantu devi
names,pinku devi with daughter mansi kumari
names,smt nargish
names,ratani
names,kashum
names,smt firdosh
names,kirti w/o lalit
names,sanjoh sorang
names,pooja pal
names,premature devi @ neetu
names,km. ankita
names,khumlo maria goretti
names,shefali@puja
names,jitendra kumar
names,manisha meena
names,mariyam khalique
names,su-shree    pooja
names,sanjay
names,jina
names,meena turi
names,sundri bai
names,smt suman
names,afrina
names,reena kumari sharma
names,faimuddin
names,aayesha khatun
names,garima sharma
names,sanjay kumar
names,smt gori barman
names,mhega
names,pooja @ rajiya
names,kulsum
names,veera devi
names,soniya hudda
names,mega kumari
names,urvashi singh
names,kritika
names,priya kaur sandhu
names,rijwana tarnum
names,yashdhra
names,soni@ chunnu
names,bhagwati@shinnu
names,preeti   @    radha
names,oma
names,prati
names,kumari firdosh
names,kumari pinky
names,kirti sonkar
names,jayoti
names,arti kumari d/o sunil sadu
names,bhateri @ bhawna
names,mrs. basanti devi
names,ambika gupta
names,manisha @ yogita
names,arti soni
names,smt ramila
names,devkali
names,kumari sumaila
names,smt. pushplata
names,baby devi
names,anjali@rinku
names,vishavkarma devi
names,baby chauhan w/o govind
names,पिंकू कु
names,prinka shrma
names,turveny
names,joginder kaur
names,shittal
names,aarti singh @ pooja
names,neetu @ kajal
names,kamta
names,"soniya, two daughter  janvi and manvi, ram bhawan"
names,felicia sequeira
names,karuna
names,pabu devi
names,kmo reshma
names,smt. babita
names,kalpeshwari devi
names,rajni bala @ manisha
names,seema @ devki
names,dolly khatik
names,satwander koor
names,hasina bano
names,ku. neha
names,smt shikha haldhar
names,damini
names,shika haldhar
names,milka
names,shikha haldar
names,iram aara
names,rani shrivastav
names,nisha parveen
names,manorma sharma
names,radhab kumari
names,saweta singh
names,indira devi
names,gunjan @ guddu
names,suman rao
